filepath,emotion,features
processed_emodb\12b01Wa.wav,W,"[-233.2341766357422, 100.42300415039062, -50.75181579589844, 66.84800720214844, -21.518342971801758, 3.9370932579040527, -20.508373260498047, 15.450613021850586, -24.56543731689453, -0.11104294657707214, -0.4046730101108551, -15.849455833435059, 13.239524841308594, 103.52588653564453, 49.78443908691406, 45.961753845214844, 32.852447509765625, 28.474185943603516, 30.5813045501709, 17.801982879638672, 12.618276596069336, 18.009021759033203, 12.023051261901855, 16.014148712158203, 11.968628883361816, 10.288434028625488, 0.30713048577308655, 0.3356630504131317, 0.37544572353363037, 0.4223220646381378, 0.47977375984191895, 0.5189875364303589, 0.5336036086082458, 0.49343833327293396, 0.5109990835189819, 0.4206185042858124, 0.36383694410324097, 0.30545341968536377, 0.29846814274787903, 0.32306236028671265, 0.32361024618148804, 0.34900474548339844, 0.3592665195465088, 0.32976019382476807, 0.3165017366409302, 0.30505767464637756, 0.33764415979385376, 0.30916765332221985, 0.31248170137405396, 0.2761172950267792, 1757.8042758035572, 955.4948015301809, 3355.738814835696, 1600.3408166599468, 0.035901256443298966, 0.027577550879557027]"
processed_emodb\08a07Na.wav,N,"[-217.58697509765625, 104.46221923828125, -0.0523783378303051, 49.21573257446289, -2.884267568588257, 21.45491600036621, -18.262887954711914, 5.470969200134277, -15.142786026000977, -12.036418914794922, 1.2154505252838135, -4.724459648132324, -2.7117931842803955, 89.30130767822266, 58.209716796875, 33.457862854003906, 27.97881507873535, 24.682958602905273, 21.705724716186523, 21.906587600708008, 15.21246337890625, 13.94896411895752, 16.457178115844727, 11.630258560180664, 9.055192947387695, 9.792688369750977, 0.24576133489608765, 0.30278751254081726, 0.42346060276031494, 0.36426642537117004, 0.30131179094314575, 0.28585878014564514, 0.2832487225532532, 0.342930406332016, 0.4195886254310608, 0.473985880613327, 0.37676432728767395, 0.2788926362991333, 0.31190112233161926, 0.3158099949359894, 0.41227987408638, 0.3760366141796112, 0.3647310137748718, 0.3610437512397766, 0.3452906906604767, 0.3334909677505493, 0.3737601935863495, 0.3838003873825073, 0.3502926230430603, 0.32544103264808655, 1550.6735414753737, 1377.7793850970506, 2775.27099609375, 2295.414904379057, 0.06260850694444445, 0.07732931455008774]"
processed_emodb\16a01Nc.wav,N,"[-180.7615509033203, 109.41098022460938, -41.427574157714844, 61.338043212890625, -22.91953468322754, 22.193607330322266, -6.095207691192627, -5.7985053062438965, -5.790312767028809, -2.843052387237549, 8.283063888549805, 2.2539870738983154, -1.1356099843978882, 86.3956298828125, 51.449825286865234, 36.33889389038086, 31.82813835144043, 20.911521911621094, 20.075782775878906, 23.06128692626953, 18.0432071685791, 11.298212051391602, 15.433256149291992, 12.598554611206055, 7.880283832550049, 15.834368705749512, 0.4105546474456787, 0.48714616894721985, 0.44257405400276184, 0.41497787833213806, 0.4458825886249542, 0.5129953026771545, 0.4995117783546448, 0.4433913230895996, 0.45016899704933167, 0.4473918080329895, 0.4286399483680725, 0.3836032450199127, 0.3006359040737152, 0.36572450399398804, 0.35338112711906433, 0.35979005694389343, 0.36169031262397766, 0.36680710315704346, 0.3564695715904236, 0.36401981115341187, 0.3803679645061493, 0.35793930292129517, 0.33846160769462585, 0.28499603271484375, 1369.7337133103933, 868.8927039872287, 2958.9976917613635, 1724.729148937427, 0.015872311282467532, 0.018142534167978248]"
processed_emodb\13b02Nb.wav,N,"[-182.17295837402344, 116.4195785522461, -2.8353536128997803, 46.65123748779297, -11.523991584777832, 28.44207763671875, -8.896536827087402, 2.166278600692749, -11.857585906982422, -3.0500519275665283, 0.20698516070842743, 5.414083480834961, -1.593577265739441, 70.26375579833984, 44.53542709350586, 28.756439208984375, 26.456745147705078, 18.992610931396484, 20.1451358795166, 18.16374397277832, 16.402862548828125, 13.529845237731934, 14.819948196411133, 10.666810035705566, 9.830973625183105, 13.389640808105469, 0.23904475569725037, 0.27375686168670654, 0.34177711606025696, 0.4087505042552948, 0.36741793155670166, 0.36205217242240906, 0.45960909128189087, 0.5144791603088379, 0.4470473825931549, 0.3807135820388794, 0.3668217062950134, 0.27766409516334534, 0.2866796553134918, 0.29584765434265137, 0.34342992305755615, 0.3957860767841339, 0.3494744598865509, 0.3507409989833832, 0.37271592020988464, 0.3747335374355316, 0.3664359152317047, 0.34535908699035645, 0.34144464135169983, 0.31742042303085327, 1104.1149627216444, 770.1119540288158, 2413.4234619140625, 2008.2126777397048, 0.01168212890625, 0.00792816059714528]"
processed_emodb\13a02Fa.wav,F,"[-247.58021545410156, 91.17024993896484, -42.30878448486328, 36.70199966430664, -15.882071495056152, 14.275948524475098, -20.329774856567383, 6.951700687408447, -21.540754318237305, -3.482853412628174, 4.079247951507568, -4.474192142486572, 6.3982768058776855, 107.622802734375, 34.59647750854492, 48.23640060424805, 24.438430786132812, 30.287532806396484, 19.486665725708008, 21.207218170166016, 11.321812629699707, 15.350081443786621, 14.139644622802734, 11.757523536682129, 8.56803035736084, 9.359760284423828, 0.24588483572006226, 0.26966392993927, 0.28133273124694824, 0.3116302490234375, 0.37545934319496155, 0.4559868276119232, 0.47298941016197205, 0.4642183184623718, 0.42028576135635376, 0.3351479768753052, 0.33276042342185974, 0.2874242663383484, 0.26095888018608093, 0.300272673368454, 0.3096069395542145, 0.3270234167575836, 0.3453678488731384, 0.36233237385749817, 0.37649330496788025, 0.36491334438323975, 0.3786534368991852, 0.3478908836841583, 0.35795649886131287, 0.3231036067008972, 1577.07933926354, 756.0484115332193, 3165.97900390625, 1645.209184329944, 0.039306640625, 0.03541415710533827]"
processed_emodb\13a01Wb.wav,W,"[-258.24090576171875, 83.0566177368164, -46.013790130615234, 32.56435012817383, -26.853038787841797, 15.185402870178223, -16.03468132019043, 8.69791316986084, -18.063735961914062, -8.32100772857666, 2.8654115200042725, -2.679215431213379, 3.2945709228515625, 101.14109802246094, 45.39529800415039, 45.560115814208984, 32.60475158691406, 27.034061431884766, 20.17015266418457, 17.126054763793945, 11.210470199584961, 16.275806427001953, 14.471402168273926, 12.833209037780762, 10.915658950805664, 14.016267776489258, 0.3211282789707184, 0.38835176825523376, 0.41842153668403625, 0.43541038036346436, 0.3999488949775696, 0.3793064057826996, 0.45581528544425964, 0.48353588581085205, 0.3948216438293457, 0.3402930498123169, 0.336425244808197, 0.2964839041233063, 0.3202398419380188, 0.3464711904525757, 0.3459412455558777, 0.3778262436389923, 0.3698153793811798, 0.33642706274986267, 0.3530822992324829, 0.3783705234527588, 0.33597296476364136, 0.3255593478679657, 0.34129759669303894, 0.31477677822113037, 1833.000020515633, 1068.7082599388748, 3406.1516256893383, 1613.991931678861, 0.07805319393382353, 0.09863173177862976]"
processed_emodb\10b02La.wav,L,"[-201.32229614257812, 154.87330627441406, -12.65381145477295, 60.1132698059082, -12.905600547790527, 17.666501998901367, 6.195479393005371, 7.326752662658691, -26.66169548034668, -3.851435899734497, 2.2905988693237305, -3.37302827835083, 11.910032272338867, 92.36475372314453, 52.97785186767578, 31.010223388671875, 26.14741325378418, 25.674388885498047, 23.993684768676758, 11.799731254577637, 12.04241943359375, 17.923826217651367, 9.479086875915527, 12.332621574401855, 11.604259490966797, 8.351240158081055, 0.31075456738471985, 0.33154618740081787, 0.42893198132514954, 0.453291118144989, 0.49699828028678894, 0.5048133134841919, 0.5342488288879395, 0.48797500133514404, 0.42233264446258545, 0.39954873919487, 0.4386078715324402, 0.39514821767807007, 0.28466325998306274, 0.2737705111503601, 0.33365917205810547, 0.3359057605266571, 0.3676089942455292, 0.3146146833896637, 0.3559855818748474, 0.31415459513664246, 0.32859858870506287, 0.3195711672306061, 0.32840824127197266, 0.3089958429336548, 1122.0611543680143, 777.7778120383231, 2238.617785223599, 1523.902816619849, 0.04133132408405173, 0.03298932456136395]"
processed_emodb\12b10Wa.wav,W,"[-238.1756591796875, 80.47260284423828, -63.15435791015625, 47.579200744628906, -27.158626556396484, -11.906957626342773, -15.725092887878418, 8.994565963745117, -19.994157791137695, 7.762394428253174, -6.139644145965576, -4.506420612335205, 11.477591514587402, 110.53258514404297, 40.74079895019531, 51.29427719116211, 31.793119430541992, 24.76560401916504, 26.11277198791504, 17.571840286254883, 12.588301658630371, 19.576894760131836, 13.29379653930664, 12.677821159362793, 14.16454792022705, 11.319886207580566, 0.4648033380508423, 0.549267590045929, 0.47841641306877136, 0.40286874771118164, 0.36149856448173523, 0.37649986147880554, 0.39443743228912354, 0.43180906772613525, 0.4918084144592285, 0.463543176651001, 0.43431463837623596, 0.40281087160110474, 0.3491763770580292, 0.342325359582901, 0.3677273690700531, 0.360669881105423, 0.3425028920173645, 0.3483448922634125, 0.3533792197704315, 0.36924296617507935, 0.38027703762054443, 0.3536284267902374, 0.3425758481025696, 0.31583741307258606, 1406.2892785423783, 704.2585996512757, 2915.889337713068, 1366.3614184436399, 0.02165749289772727, 0.03123526391251238]"
processed_emodb\09a01Ea.wav,E,"[-281.3484191894531, 91.84941101074219, -42.03641891479492, 27.933597564697266, -8.349335670471191, 10.397184371948242, -18.52089500427246, -0.2966417670249939, -1.7927522659301758, 0.7916444540023804, -0.41299811005592346, 4.6309404373168945, 1.6304388046264648, 145.8690643310547, 49.21335220336914, 57.40564727783203, 38.086463928222656, 27.537389755249023, 19.849533081054688, 21.72479248046875, 12.306116104125977, 13.656648635864258, 11.85419750213623, 9.178565979003906, 8.048672676086426, 10.091056823730469, 0.5195199847221375, 0.4640862047672272, 0.46346887946128845, 0.40668874979019165, 0.3568849265575409, 0.3573046624660492, 0.4416196644306183, 0.5061965584754944, 0.47791680693626404, 0.4615623652935028, 0.4217745363712311, 0.46472200751304626, 0.35417085886001587, 0.3578810691833496, 0.39493945240974426, 0.35193172097206116, 0.38270989060401917, 0.3761339485645294, 0.38446152210235596, 0.38565924763679504, 0.39353492856025696, 0.365035742521286, 0.33943942189216614, 0.314855694770813, 1602.6047799410144, 858.8575887861402, 2895.548862693584, 1472.5177387735716, 0.06749948147123894, 0.08181432500992511]"
processed_emodb\13b09Fc.wav,F,"[-211.02883911132812, 116.4229736328125, -23.996742248535156, 50.02245330810547, -11.887653350830078, 11.858810424804688, -17.604690551757812, 8.470813751220703, -17.996898651123047, -4.560311317443848, 0.25564026832580566, -4.4407548904418945, 2.9239702224731445, 99.77385711669922, 31.564739227294922, 45.65421676635742, 24.562557220458984, 25.102746963500977, 20.256202697753906, 15.52304744720459, 13.285357475280762, 14.581628799438477, 14.618937492370605, 10.049284934997559, 9.617857933044434, 11.331964492797852, 0.39751380681991577, 0.40296632051467896, 0.33506956696510315, 0.3309754431247711, 0.3007431626319885, 0.2807523012161255, 0.3108085095882416, 0.3493615686893463, 0.35331112146377563, 0.34362685680389404, 0.35765090584754944, 0.3506896197795868, 0.3855561316013336, 0.3827105462551117, 0.33923038840293884, 0.36047831177711487, 0.3600922226905823, 0.34561505913734436, 0.3441990911960602, 0.35365140438079834, 0.35842230916023254, 0.36959603428840637, 0.3454294800758362, 0.33697089552879333, 1302.3048229057158, 765.5225736880508, 2710.155487060547, 1713.5034217524542, 0.029354095458984375, 0.021395814702663583]"
processed_emodb\08b10Fd.wav,F,"[-219.93609619140625, 98.58421325683594, -29.66728401184082, 45.497230529785156, -12.375595092773438, 6.726065158843994, -21.33444595336914, 2.1640818119049072, -11.278437614440918, -6.123267650604248, -2.7416365146636963, -2.0967936515808105, 3.90842342376709, 101.11686706542969, 36.88387680053711, 47.22136688232422, 28.40035057067871, 26.407730102539062, 18.762590408325195, 26.17430305480957, 16.17866325378418, 13.559536933898926, 18.978010177612305, 14.422101020812988, 13.587855339050293, 14.477497100830078, 0.21621450781822205, 0.27273494005203247, 0.3695426285266876, 0.5073885321617126, 0.4881807267665863, 0.32794880867004395, 0.2774713337421417, 0.3630375266075134, 0.4002343714237213, 0.37707754969596863, 0.26171132922172546, 0.2117965668439865, 0.30308714509010315, 0.34634649753570557, 0.36887127161026, 0.38122493028640747, 0.4074181318283081, 0.3502017855644226, 0.3400086760520935, 0.4015803933143616, 0.37553608417510986, 0.3944520354270935, 0.288089394569397, 0.2744685113430023, 1427.589488246525, 847.24890406782, 2927.106910776869, 1792.7199639670584, 0.04039956921728972, 0.032306208142316016]"
processed_emodb\12a01Nb.wav,N,"[-223.631591796875, 141.2128448486328, -45.759708404541016, 57.02280044555664, -9.972285270690918, 14.948382377624512, -8.330048561096191, 4.7653656005859375, -17.299148559570312, 2.7721757888793945, 7.849046230316162, -2.454087018966675, 7.508955955505371, 88.33732604980469, 49.62918472290039, 38.6219367980957, 31.01544952392578, 21.405540466308594, 16.986698150634766, 12.71613883972168, 12.687070846557617, 19.45746612548828, 10.825956344604492, 12.28422737121582, 12.513497352600098, 7.593136787414551, 0.40942004323005676, 0.5363010168075562, 0.5864418745040894, 0.566798985004425, 0.5982298851013184, 0.5458234548568726, 0.460572212934494, 0.42269426584243774, 0.39410683512687683, 0.3812461793422699, 0.3736824691295624, 0.36670175194740295, 0.3041544258594513, 0.3171730041503906, 0.31402283906936646, 0.3369857370853424, 0.32050490379333496, 0.3117496073246002, 0.3531723916530609, 0.34146928787231445, 0.3345354497432709, 0.32425516843795776, 0.32212015986442566, 0.2745061218738556, 1260.8821643550127, 662.683477502448, 2625.615234375, 1336.4579045252162, 0.024212239583333333, 0.01990560720947294]"
processed_emodb\14a07Fd.wav,F,"[-294.9258728027344, 96.60814666748047, -19.824495315551758, 41.56462097167969, -22.860851287841797, 15.6976957321167, -13.44413948059082, 1.3897387981414795, -11.909408569335938, 0.26029306650161743, -0.7361769080162048, -7.458966255187988, -2.2393863201141357, 126.60382843017578, 51.99702453613281, 54.25071334838867, 34.59669876098633, 30.265626907348633, 23.629234313964844, 18.08246612548828, 16.293954849243164, 15.23956298828125, 14.35915756225586, 9.720451354980469, 12.27219295501709, 14.598917007446289, 0.3412100374698639, 0.3311416208744049, 0.33612510561943054, 0.3723832070827484, 0.39024272561073303, 0.48689791560173035, 0.5256563425064087, 0.49671775102615356, 0.4648301303386688, 0.4422287940979004, 0.3775354027748108, 0.33080339431762695, 0.3393820524215698, 0.34145331382751465, 0.3559040129184723, 0.3706752359867096, 0.36971303820610046, 0.4027317464351654, 0.39858296513557434, 0.382659912109375, 0.37673935294151306, 0.3753584623336792, 0.34836238622665405, 0.3321991562843323, 1299.7514554436455, 1008.5156736679489, 2681.8408203125, 2174.869295002146, 0.023643663194444445, 0.02336527429498388]"
processed_emodb\11b09Ad.wav,A,"[-271.8646545410156, 119.26103973388672, -23.729352951049805, 56.08930587768555, -9.621930122375488, 19.943565368652344, -3.622504234313965, 6.03493595123291, -9.072721481323242, -3.1254043579101562, -2.230468988418579, -7.289374828338623, 4.283291816711426, 136.16282653808594, 49.014034271240234, 37.069610595703125, 31.103546142578125, 26.47726058959961, 23.06008529663086, 19.141590118408203, 11.122288703918457, 16.32608985900879, 11.118278503417969, 11.206802368164062, 11.894963264465332, 6.548556327819824, 0.4321851134300232, 0.479791522026062, 0.549088180065155, 0.6373192667961121, 0.5774161219596863, 0.47955402731895447, 0.4223622679710388, 0.38592350482940674, 0.3840530812740326, 0.38431069254875183, 0.4499605596065521, 0.45706117153167725, 0.3264923691749573, 0.36743277311325073, 0.3466123938560486, 0.3336244821548462, 0.337504118680954, 0.37026089429855347, 0.38214704394340515, 0.3683743476867676, 0.34957391023635864, 0.3083670437335968, 0.32247301936149597, 0.2982774078845978, 1341.3078128639531, 925.653473228557, 2669.578857421875, 1676.2218175949529, 0.041520182291666666, 0.05567983422473306]"
