image_path,calories,protein,carbs,fat
../food-101/train\apple_pie\2766609.jpg,267.31,1.78,48.9,13.61
../food-101/train\apple_pie\2766725.jpg,318.54,2.15,36.37,14.46
../food-101/train\apple_pie\2767057.jpg,316.8,1.89,45.18,12.88
../food-101/train\apple_pie\2768268.jpg,277.79,1.94,47.35,13.69
../food-101/train\apple_pie\2769307.jpg,308.09,2.07,38.75,12.2
../food-101/train\apple_pie\2769368.jpg,282.23,2.25,49.49,13.33
../food-101/train\apple_pie\2769470.jpg,312.18,1.9,47.28,13.84
../food-101/train\apple_pie\2776008.jpg,286.06,2.09,34.61,13.74
../food-101/train\apple_pie\2777088.jpg,291.73,2.03,46.49,12.72
../food-101/train\apple_pie\2777273.jpg,287.19,2.22,44.3,13.62
../food-101/train\apple_pie\2781167.jpg,303.28,2.03,36.63,12.74
../food-101/train\apple_pie\2782050.jpg,312.95,1.79,34.56,12.02
../food-101/train\apple_pie\2782633.jpg,301.5,1.85,35.57,13.8
../food-101/train\apple_pie\2785030.jpg,285.49,2.23,46.85,15.23
../food-101/train\apple_pie\2799681.jpg,296.72,1.77,48.31,13.32
../food-101/train\apple_pie\2800543.jpg,291.64,1.81,35.93,12.08
../food-101/train\apple_pie\280199.jpg,303.33,2.2,39.38,15.13
../food-101/train\apple_pie\2804953.jpg,304.7,2.28,45.59,14.22
../food-101/train\apple_pie\2806926.jpg,297.71,2.08,37.92,12.61
../food-101/train\apple_pie\2812998.jpg,297.39,1.73,47.7,13.34
../food-101/train\apple_pie\2819375.jpg,272.41,1.94,38.42,12.22
../food-101/train\apple_pie\2819833.jpg,287.96,1.9,38.38,12.89
../food-101/train\apple_pie\282352.jpg,281.39,1.82,36.69,14.85
../food-101/train\apple_pie\2825284.jpg,295.47,1.92,33.68,12.26
../food-101/train\apple_pie\2828161.jpg,278.67,2.16,48.16,14.67
../food-101/train\apple_pie\2839261.jpg,283.45,1.95,49.55,12.06
../food-101/train\apple_pie\2839283.jpg,282.03,1.98,48.04,14.8
../food-101/train\apple_pie\2840005.jpg,267.86,2.11,42.88,16.01
../food-101/train\apple_pie\2847214.jpg,269.3,2.0,38.49,12.66
../food-101/train\apple_pie\2851371.jpg,296.35,1.81,46.55,15.83
../food-101/train\apple_pie\2853890.jpg,307.0,1.99,36.85,12.43
../food-101/train\apple_pie\2854105.jpg,308.54,2.25,41.07,15.64
../food-101/train\apple_pie\285509.jpg,308.78,1.89,47.8,15.21
../food-101/train\apple_pie\2856273.jpg,277.99,2.27,36.78,15.91
../food-101/train\apple_pie\2856319.jpg,299.45,1.77,48.8,15.61
../food-101/train\apple_pie\2861144.jpg,304.07,2.22,49.45,13.72
../food-101/train\apple_pie\2869633.jpg,314.04,2.01,38.62,12.16
../food-101/train\apple_pie\2872568.jpg,316.33,1.99,50.3,12.53
../food-101/train\apple_pie\2874860.jpg,311.82,2.1,41.55,13.81
../food-101/train\apple_pie\2900219.jpg,277.22,2.12,40.44,12.95
../food-101/train\apple_pie\2902847.jpg,308.24,1.88,36.78,12.29
../food-101/train\apple_pie\2909830.jpg,305.52,1.78,38.86,14.23
../food-101/train\apple_pie\2911613.jpg,278.34,2.06,43.04,14.08
../food-101/train\apple_pie\2914000.jpg,311.26,1.71,39.86,15.35
../food-101/train\apple_pie\2915359.jpg,269.52,1.75,46.91,12.09
../food-101/train\apple_pie\2918880.jpg,309.16,1.71,47.75,15.76
../food-101/train\apple_pie\2921600.jpg,288.7,2.0,36.2,14.66
../food-101/train\apple_pie\2922138.jpg,271.4,2.2,34.59,12.52
../food-101/train\apple_pie\292333.jpg,291.84,2.03,45.6,14.4
../food-101/train\apple_pie\2924795.jpg,303.5,1.8,34.47,14.07
../food-101/train\apple_pie\2928660.jpg,266.56,1.85,41.02,15.9
../food-101/train\apple_pie\2929330.jpg,276.72,2.04,46.19,12.96
../food-101/train\apple_pie\2929448.jpg,269.02,2.28,41.92,13.52
../food-101/train\apple_pie\2934928.jpg,309.35,1.75,43.9,13.05
../food-101/train\apple_pie\293530.jpg,278.19,2.19,38.46,13.22
../food-101/train\apple_pie\2940483.jpg,280.61,2.16,44.67,12.67
../food-101/train\apple_pie\2955004.jpg,324.22,2.02,41.53,14.76
../food-101/train\apple_pie\2956823.jpg,311.85,2.07,39.06,14.85
../food-101/train\apple_pie\2961406.jpg,274.4,2.04,48.02,15.48
../food-101/train\apple_pie\2961496.jpg,316.64,2.0,37.39,15.17
../food-101/train\apple_pie\2967700.jpg,289.41,1.94,42.6,13.08
../food-101/train\apple_pie\2968495.jpg,272.87,2.06,34.13,16.06
../food-101/train\apple_pie\2969119.jpg,267.1,2.04,45.39,12.8
../food-101/train\apple_pie\2975948.jpg,325.21,1.87,40.94,15.04
../food-101/train\apple_pie\2977851.jpg,309.04,1.77,44.17,13.51
../food-101/train\apple_pie\2986199.jpg,277.68,2.1,36.38,13.75
../food-101/train\apple_pie\2989031.jpg,279.83,1.73,34.62,14.73
../food-101/train\apple_pie\2989799.jpg,322.31,1.87,35.34,13.75
../food-101/train\apple_pie\2994917.jpg,314.0,2.22,34.51,15.27
../food-101/train\apple_pie\2995608.jpg,319.55,2.2,45.0,14.05
../food-101/train\apple_pie\2997124.jpg,309.19,1.87,41.58,14.33
../food-101/train\apple_pie\299931.jpg,286.01,2.1,41.79,13.76
../food-101/train\apple_pie\3004621.jpg,275.15,1.79,38.73,13.11
../food-101/train\apple_pie\3018695.jpg,310.17,2.28,38.36,14.19
../food-101/train\apple_pie\3021995.jpg,313.27,1.7,43.49,12.13
../food-101/train\apple_pie\3023096.jpg,269.09,1.97,45.01,12.56
../food-101/train\apple_pie\3025907.jpg,304.96,1.92,34.89,12.64
../food-101/train\apple_pie\3031488.jpg,274.64,1.77,36.96,12.21
../food-101/train\apple_pie\3047214.jpg,320.44,1.99,39.11,14.05
../food-101/train\apple_pie\3059110.jpg,277.11,1.97,39.86,16.05
../food-101/train\apple_pie\3059134.jpg,289.37,2.19,48.31,13.44
../food-101/train\apple_pie\3065929.jpg,302.55,2.04,45.32,14.85
../food-101/train\apple_pie\3079946.jpg,322.93,2.07,43.05,14.51
../food-101/train\apple_pie\3096075.jpg,303.49,2.06,42.15,15.62
../food-101/train\apple_pie\3098981.jpg,266.58,1.94,48.44,12.4
../food-101/train\apple_pie\3103489.jpg,294.91,2.0,33.67,15.68
../food-101/train\apple_pie\3108401.jpg,276.99,1.79,40.45,14.67
../food-101/train\apple_pie\3110084.jpg,307.09,1.95,41.9,13.05
../food-101/train\apple_pie\3113710.jpg,285.79,1.71,41.47,15.38
../food-101/train\apple_pie\3116086.jpg,322.58,2.0,36.19,12.87
../food-101/train\apple_pie\3127422.jpg,268.3,1.72,38.19,12.89
../food-101/train\apple_pie\3128330.jpg,323.55,2.09,38.94,14.71
../food-101/train\apple_pie\3132437.jpg,307.08,2.21,48.1,14.15
../food-101/train\apple_pie\3134347.jpg,293.53,2.03,49.85,14.0
../food-101/train\apple_pie\3139762.jpg,278.75,1.93,44.74,14.74
../food-101/train\apple_pie\3140647.jpg,273.86,1.87,38.91,12.25
../food-101/train\apple_pie\3158095.jpg,311.45,2.05,40.6,14.74
../food-101/train\apple_pie\3175105.jpg,308.32,1.78,41.72,12.85
../food-101/train\apple_pie\3176186.jpg,277.94,2.03,46.4,15.83
../food-101/train\apple_pie\3177727.jpg,274.34,2.0,46.69,15.77
../food-101/train\apple_pie\3191226.jpg,266.64,1.84,47.15,12.5
../food-101/train\apple_pie\3192077.jpg,299.82,2.14,44.08,14.17
../food-101/train\apple_pie\3192774.jpg,309.24,2.09,42.22,14.88
../food-101/train\apple_pie\3197173.jpg,288.56,2.04,44.21,15.07
../food-101/train\apple_pie\3198655.jpg,282.29,1.84,45.7,12.82
../food-101/train\apple_pie\3203950.jpg,281.66,1.96,41.17,15.5
../food-101/train\apple_pie\3209538.jpg,303.32,1.81,44.73,16.01
../food-101/train\apple_pie\3211704.jpg,312.3,2.25,49.25,13.69
../food-101/train\apple_pie\321197.jpg,273.78,1.91,37.96,16.06
../food-101/train\apple_pie\3214508.jpg,313.14,2.05,41.05,11.95
../food-101/train\apple_pie\3217969.jpg,283.49,1.93,46.21,14.65
../food-101/train\apple_pie\3226877.jpg,309.41,2.07,43.91,11.93
../food-101/train\apple_pie\323108.jpg,280.0,2.24,40.22,15.4
../food-101/train\apple_pie\3233920.jpg,278.01,1.9,48.85,15.98
../food-101/train\apple_pie\3236737.jpg,271.35,2.13,41.65,11.96
../food-101/train\apple_pie\3241750.jpg,295.35,1.73,36.57,15.64
../food-101/train\apple_pie\3242445.jpg,270.24,1.76,40.22,13.18
../food-101/train\apple_pie\3251989.jpg,305.0,1.99,47.42,13.95
../food-101/train\apple_pie\3252424.jpg,270.41,1.75,34.74,12.33
../food-101/train\apple_pie\3254296.jpg,293.96,1.77,37.27,14.35
../food-101/train\apple_pie\3256198.jpg,292.35,2.29,42.12,13.56
../food-101/train\apple_pie\3273568.jpg,274.28,1.75,50.12,14.99
../food-101/train\apple_pie\3277458.jpg,307.81,1.91,41.2,13.12
../food-101/train\apple_pie\3277765.jpg,306.73,2.04,43.56,14.38
../food-101/train\apple_pie\3279836.jpg,309.93,2.01,43.4,13.16
../food-101/train\apple_pie\3280622.jpg,304.18,1.97,40.24,14.04
../food-101/train\apple_pie\3287607.jpg,299.75,2.03,38.3,12.16
../food-101/train\apple_pie\3297976.jpg,306.76,1.84,44.55,12.82
../food-101/train\apple_pie\330431.jpg,285.86,1.73,46.57,14.36
../food-101/train\apple_pie\3307686.jpg,284.61,2.13,44.93,13.27
../food-101/train\apple_pie\3313267.jpg,267.64,1.81,40.22,14.64
../food-101/train\apple_pie\3318370.jpg,271.2,1.92,38.66,14.23
../food-101/train\apple_pie\3324492.jpg,268.75,2.19,39.85,12.74
../food-101/train\apple_pie\3333030.jpg,290.17,2.08,40.58,15.05
../food-101/train\apple_pie\3335126.jpg,309.72,2.15,46.1,14.53
../food-101/train\apple_pie\333800.jpg,272.78,2.28,48.0,12.59
../food-101/train\apple_pie\3349423.jpg,309.71,1.89,40.34,12.24
../food-101/train\apple_pie\3358059.jpg,292.74,2.14,40.79,14.31
../food-101/train\apple_pie\3373840.jpg,283.27,1.7,48.76,14.2
../food-101/train\apple_pie\3375088.jpg,297.63,2.28,35.97,12.79
../food-101/train\apple_pie\3376635.jpg,279.42,2.29,48.85,15.63
../food-101/train\apple_pie\3392444.jpg,299.73,2.14,48.78,12.6
../food-101/train\apple_pie\339902.jpg,277.03,1.8,42.67,14.91
../food-101/train\apple_pie\339921.jpg,318.19,2.0,39.28,13.44
../food-101/train\apple_pie\3408912.jpg,279.6,1.89,35.03,14.91
../food-101/train\apple_pie\3410227.jpg,305.13,2.2,35.41,15.48
../food-101/train\apple_pie\3419799.jpg,279.63,2.01,35.62,13.78
../food-101/train\apple_pie\3420738.jpg,294.75,1.85,42.78,12.32
../food-101/train\apple_pie\3421349.jpg,282.13,2.1,41.28,12.04
../food-101/train\apple_pie\3427584.jpg,294.17,2.22,34.09,14.9
../food-101/train\apple_pie\3428446.jpg,285.65,1.8,34.03,14.6
../food-101/train\apple_pie\3438714.jpg,297.07,1.9,36.44,14.68
../food-101/train\apple_pie\3439550.jpg,316.17,2.16,38.22,14.06
../food-101/train\apple_pie\3440893.jpg,295.62,2.06,37.75,14.77
../food-101/train\apple_pie\3443899.jpg,279.08,1.74,42.09,14.93
../food-101/train\apple_pie\3448753.jpg,315.73,2.01,37.15,13.49
../food-101/train\apple_pie\3452805.jpg,278.4,1.85,43.59,14.8
../food-101/train\apple_pie\3461245.jpg,278.11,1.99,34.59,14.41
../food-101/train\apple_pie\3468573.jpg,267.67,2.24,34.68,14.8
../food-101/train\apple_pie\3478976.jpg,325.49,1.97,48.66,14.64
../food-101/train\apple_pie\3495444.jpg,318.38,2.05,38.32,12.26
../food-101/train\apple_pie\3501006.jpg,269.33,1.94,47.48,12.94
../food-101/train\apple_pie\3503020.jpg,318.62,1.84,47.37,14.41
../food-101/train\apple_pie\3503459.jpg,300.06,2.03,50.04,13.91
../food-101/train\apple_pie\3506848.jpg,318.21,2.15,48.9,15.1
../food-101/train\apple_pie\3508043.jpg,281.14,2.03,36.43,13.09
../food-101/train\apple_pie\3539782.jpg,315.85,1.95,37.1,12.71
../food-101/train\apple_pie\3545924.jpg,275.7,2.05,38.05,16.1
../food-101/train\apple_pie\3546563.jpg,294.09,2.05,33.6,14.36
../food-101/train\apple_pie\3549466.jpg,297.2,2.27,46.34,14.95
../food-101/train\apple_pie\3551588.jpg,273.31,2.23,48.45,12.95
../food-101/train\apple_pie\3563222.jpg,283.92,1.99,47.44,13.42
../food-101/train\apple_pie\3570483.jpg,289.46,2.11,49.13,13.48
../food-101/train\apple_pie\3574591.jpg,313.8,2.05,47.88,15.18
../food-101/train\apple_pie\3577845.jpg,317.01,1.97,35.65,12.62
../food-101/train\apple_pie\3586158.jpg,287.24,2.05,44.9,16.04
../food-101/train\apple_pie\3588721.jpg,323.58,2.16,44.73,12.97
../food-101/train\apple_pie\3589097.jpg,310.92,2.2,48.79,13.65
../food-101/train\apple_pie\3593810.jpg,280.16,1.73,34.48,13.51
../food-101/train\apple_pie\359419.jpg,314.85,2.15,35.5,12.93
../food-101/train\apple_pie\3594414.jpg,280.4,2.21,43.17,13.59
../food-101/train\apple_pie\3596143.jpg,301.09,2.1,43.58,14.45
../food-101/train\apple_pie\360406.jpg,287.94,2.23,44.48,16.1
../food-101/train\apple_pie\3613613.jpg,323.66,2.1,33.76,15.55
../food-101/train\apple_pie\3619289.jpg,270.54,1.87,39.82,13.79
../food-101/train\apple_pie\3634716.jpg,272.09,2.01,43.16,11.92
../food-101/train\apple_pie\3636185.jpg,292.66,2.25,44.31,13.74
../food-101/train\apple_pie\3637115.jpg,308.74,1.91,46.7,14.14
../food-101/train\apple_pie\3638370.jpg,323.82,1.77,46.42,15.73
../food-101/train\apple_pie\3641922.jpg,278.73,1.94,39.28,12.99
../food-101/train\apple_pie\3659123.jpg,303.85,1.88,36.94,12.91
../food-101/train\apple_pie\3664341.jpg,318.4,1.89,39.33,12.09
../food-101/train\apple_pie\3670548.jpg,290.53,2.13,49.61,13.87
../food-101/train\apple_pie\3670966.jpg,294.69,1.92,40.19,13.45
../food-101/train\apple_pie\3671998.jpg,281.08,2.12,44.8,13.35
../food-101/train\apple_pie\3683557.jpg,320.88,2.18,37.44,14.92
../food-101/train\apple_pie\3687109.jpg,318.1,2.24,40.05,13.09
../food-101/train\apple_pie\3696282.jpg,276.65,2.06,41.29,12.32
../food-101/train\apple_pie\3699587.jpg,287.04,2.13,34.21,15.34
../food-101/train\apple_pie\3708396.jpg,290.92,2.0,34.07,13.21
../food-101/train\apple_pie\3718506.jpg,315.8,2.06,41.92,12.76
../food-101/train\apple_pie\3723561.jpg,267.77,2.1,45.73,12.78
../food-101/train\apple_pie\3723836.jpg,312.03,1.72,37.49,13.97
../food-101/train\apple_pie\3728481.jpg,319.49,2.28,41.53,14.59
../food-101/train\apple_pie\3736084.jpg,320.27,1.72,40.77,14.03
../food-101/train\apple_pie\3748095.jpg,319.94,2.22,49.13,15.24
../food-101/train\apple_pie\3748402.jpg,289.71,1.9,43.88,15.5
../food-101/train\apple_pie\375297.jpg,300.4,2.22,40.85,14.13
../food-101/train\apple_pie\3760032.jpg,297.23,1.7,45.56,15.95
../food-101/train\apple_pie\3760078.jpg,290.46,1.85,46.73,12.02
../food-101/train\apple_pie\3770020.jpg,300.78,2.26,46.97,16.05
../food-101/train\apple_pie\3772671.jpg,291.93,1.87,49.69,15.5
../food-101/train\apple_pie\3783821.jpg,302.43,2.04,47.56,13.78
../food-101/train\apple_pie\3799430.jpg,310.36,1.8,41.52,13.68
../food-101/train\apple_pie\380024.jpg,325.5,1.76,44.7,13.0
../food-101/train\apple_pie\3805050.jpg,318.39,2.3,39.1,15.08
../food-101/train\apple_pie\3805347.jpg,278.25,2.11,49.79,12.33
../food-101/train\apple_pie\3814557.jpg,282.89,2.0,37.72,13.65
../food-101/train\apple_pie\3814952.jpg,274.59,1.73,46.57,15.12
../food-101/train\apple_pie\3815797.jpg,279.26,2.05,48.35,13.5
../food-101/train\apple_pie\3819511.jpg,313.62,1.74,47.17,14.21
../food-101/train\apple_pie\3829790.jpg,309.78,2.29,37.41,12.43
../food-101/train\apple_pie\3831510.jpg,281.52,1.75,43.82,15.07
../food-101/train\apple_pie\3831869.jpg,316.41,1.91,35.47,14.01
../food-101/train\apple_pie\3833386.jpg,282.34,2.11,47.06,14.05
../food-101/train\apple_pie\3833639.jpg,286.49,1.73,37.1,13.0
../food-101/train\apple_pie\3848012.jpg,287.76,1.83,38.13,13.82
../food-101/train\apple_pie\3869215.jpg,276.55,1.89,35.39,15.23
../food-101/train\apple_pie\3879031.jpg,287.15,1.93,44.9,13.64
../food-101/train\apple_pie\3882465.jpg,290.05,1.88,34.95,12.59
../food-101/train\apple_pie\3890705.jpg,284.44,1.82,37.62,14.27
../food-101/train\apple_pie\3897758.jpg,318.52,1.97,39.33,14.1
../food-101/train\apple_pie\3910026.jpg,275.8,1.86,35.84,13.32
../food-101/train\apple_pie\3913827.jpg,305.4,1.96,41.19,12.84
../food-101/train\apple_pie\3915887.jpg,281.94,1.86,44.05,15.89
../food-101/train\apple_pie\3917257.jpg,270.55,1.85,45.44,14.17
../food-101/train\apple_pie\392009.jpg,288.26,2.06,34.65,15.88
../food-101/train\apple_pie\395303.jpg,320.1,1.7,40.23,15.74
../food-101/train\apple_pie\395839.jpg,284.37,1.71,40.59,11.97
../food-101/train\apple_pie\405315.jpg,287.21,1.76,35.54,12.99
../food-101/train\apple_pie\407939.jpg,310.88,2.28,37.6,13.87
../food-101/train\apple_pie\412306.jpg,289.98,1.91,47.54,11.91
../food-101/train\apple_pie\412545.jpg,324.44,2.12,38.34,13.47
../food-101/train\apple_pie\420643.jpg,321.57,1.75,37.98,15.76
../food-101/train\apple_pie\420768.jpg,289.64,1.74,36.95,12.41
../food-101/train\apple_pie\421036.jpg,284.31,2.16,42.02,13.97
../food-101/train\apple_pie\424996.jpg,324.63,2.16,34.18,14.06
../food-101/train\apple_pie\437455.jpg,297.72,2.11,46.16,13.2
../food-101/train\apple_pie\456190.jpg,319.57,2.13,49.21,14.64
../food-101/train\apple_pie\456934.jpg,310.73,1.93,40.0,14.52
../food-101/train\apple_pie\471995.jpg,299.38,2.03,34.37,16.0
../food-101/train\apple_pie\481805.jpg,277.16,2.19,43.11,13.32
../food-101/train\apple_pie\483621.jpg,295.58,1.85,48.13,15.82
../food-101/train\apple_pie\484038.jpg,296.43,2.11,49.16,12.66
../food-101/train\apple_pie\488508.jpg,288.55,1.81,34.22,13.12
../food-101/train\apple_pie\490047.jpg,324.74,2.14,41.51,13.44
../food-101/train\apple_pie\498726.jpg,302.44,2.14,48.32,14.93
../food-101/train\apple_pie\502016.jpg,320.27,2.07,35.19,15.78
../food-101/train\apple_pie\505249.jpg,268.78,1.77,43.88,14.29
../food-101/train\apple_pie\523810.jpg,295.32,2.15,45.51,14.03
../food-101/train\apple_pie\524697.jpg,276.38,2.17,36.29,14.78
../food-101/train\apple_pie\532191.jpg,293.21,2.17,35.85,13.87
../food-101/train\apple_pie\532423.jpg,309.8,1.85,41.94,12.3
../food-101/train\apple_pie\532972.jpg,317.98,1.76,37.56,15.21
../food-101/train\apple_pie\535444.jpg,317.28,2.21,50.28,12.28
../food-101/train\apple_pie\543253.jpg,295.14,2.14,46.71,12.26
../food-101/train\apple_pie\544151.jpg,295.14,2.28,43.32,15.22
../food-101/train\apple_pie\547961.jpg,306.31,1.99,45.72,12.49
../food-101/train\apple_pie\551535.jpg,280.85,2.26,39.74,13.69
../food-101/train\apple_pie\559953.jpg,273.1,1.9,48.45,12.88
../food-101/train\apple_pie\562659.jpg,291.82,1.91,41.09,14.5
../food-101/train\apple_pie\589712.jpg,270.31,2.26,44.79,14.21
../food-101/train\apple_pie\591398.jpg,266.66,2.22,39.74,11.95
../food-101/train\apple_pie\594677.jpg,295.22,2.06,34.67,12.49
../food-101/train\apple_pie\597533.jpg,314.87,1.9,40.02,14.4
../food-101/train\apple_pie\603113.jpg,307.8,1.99,46.26,13.74
../food-101/train\apple_pie\604375.jpg,302.63,1.88,43.32,13.32
../food-101/train\apple_pie\605117.jpg,292.5,1.84,44.11,12.15
../food-101/train\apple_pie\624715.jpg,315.51,2.08,38.75,12.41
../food-101/train\apple_pie\631412.jpg,298.31,2.15,39.29,15.52
../food-101/train\apple_pie\631445.jpg,304.19,1.85,40.53,12.05
../food-101/train\apple_pie\63651.jpg,283.77,1.96,48.32,14.11
../food-101/train\apple_pie\644109.jpg,286.73,2.02,44.31,13.38
../food-101/train\apple_pie\647043.jpg,317.72,2.29,35.77,12.3
../food-101/train\apple_pie\64846.jpg,311.17,2.26,40.5,14.97
../food-101/train\apple_pie\649621.jpg,308.84,2.03,47.48,14.43
../food-101/train\apple_pie\650815.jpg,310.7,1.91,35.96,15.92
../food-101/train\apple_pie\653135.jpg,274.46,2.02,44.79,13.85
../food-101/train\apple_pie\656340.jpg,323.2,1.83,38.67,14.63
../food-101/train\apple_pie\657618.jpg,323.44,1.95,44.26,15.6
../food-101/train\apple_pie\668603.jpg,300.13,1.85,41.92,16.06
../food-101/train\apple_pie\671980.jpg,287.85,2.01,43.31,12.33
../food-101/train\apple_pie\672196.jpg,295.87,1.86,43.76,15.52
../food-101/train\apple_pie\672263.jpg,298.99,2.09,45.29,13.43
../food-101/train\apple_pie\67826.jpg,281.09,2.15,41.95,14.76
../food-101/train\apple_pie\678482.jpg,314.88,2.21,35.86,12.58
../food-101/train\apple_pie\68383.jpg,275.15,2.15,41.97,16.09
../food-101/train\apple_pie\687503.jpg,303.08,2.14,48.8,14.48
../food-101/train\apple_pie\687506.jpg,291.65,2.1,48.67,15.42
../food-101/train\apple_pie\692211.jpg,311.1,1.91,47.18,15.9
../food-101/train\apple_pie\695587.jpg,313.07,1.97,43.5,15.15
../food-101/train\apple_pie\696914.jpg,283.74,1.97,43.39,12.71
../food-101/train\apple_pie\698341.jpg,306.6,2.2,34.08,15.56
../food-101/train\apple_pie\715180.jpg,309.44,1.73,45.41,14.25
../food-101/train\apple_pie\722783.jpg,284.27,1.76,41.05,12.81
../food-101/train\apple_pie\727412.jpg,268.08,2.22,36.08,15.26
../food-101/train\apple_pie\739410.jpg,278.61,1.87,43.19,12.14
../food-101/train\apple_pie\739615.jpg,293.24,2.16,49.51,14.54
../food-101/train\apple_pie\742789.jpg,323.59,2.0,47.59,14.8
../food-101/train\apple_pie\750073.jpg,319.29,2.09,48.84,12.37
../food-101/train\apple_pie\755031.jpg,290.3,1.96,48.07,13.4
../food-101/train\apple_pie\767102.jpg,296.62,1.73,48.02,13.46
../food-101/train\apple_pie\767395.jpg,291.95,2.24,42.08,13.75
../food-101/train\apple_pie\769522.jpg,281.46,1.84,38.41,13.37
../food-101/train\apple_pie\770439.jpg,310.1,2.26,49.73,14.88
../food-101/train\apple_pie\771595.jpg,308.86,1.9,47.43,15.15
../food-101/train\apple_pie\78081.jpg,289.99,2.04,42.97,12.46
../food-101/train\apple_pie\790787.jpg,308.27,2.14,41.76,15.2
../food-101/train\apple_pie\793078.jpg,270.23,1.71,46.08,12.7
../food-101/train\apple_pie\794735.jpg,274.01,2.29,35.32,13.83
../food-101/train\apple_pie\80734.jpg,284.77,2.28,36.48,12.18
../food-101/train\apple_pie\80735.jpg,277.89,1.75,45.69,15.22
../food-101/train\apple_pie\813881.jpg,308.12,1.86,39.98,12.2
../food-101/train\apple_pie\817073.jpg,323.73,1.73,34.62,16.06
../food-101/train\apple_pie\817552.jpg,314.74,1.85,48.42,11.99
../food-101/train\apple_pie\822817.jpg,272.47,1.76,41.19,13.43
../food-101/train\apple_pie\825589.jpg,292.69,2.07,36.86,12.32
../food-101/train\apple_pie\833369.jpg,270.2,2.04,48.9,12.15
../food-101/train\apple_pie\839808.jpg,273.21,1.96,45.22,16.05
../food-101/train\apple_pie\839845.jpg,310.87,2.04,49.79,13.99
../food-101/train\apple_pie\842012.jpg,307.4,2.29,44.26,11.92
../food-101/train\apple_pie\854595.jpg,291.77,2.06,36.75,13.3
